Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1976,Innsbruck,Biathlon,Biathlon,"KRUGLOV, Nikolay",Soviet Union,Men,20KM,Winter
1976,Innsbruck,Biathlon,Biathlon,"BIAKOV, Ivan",Soviet Union,Men,4X7.5KM Relay,Winter
1976,Innsbruck,Biathlon,Biathlon,"KRUGLOV, Nikolay",Soviet Union,Men,4X7.5KM Relay,Winter
1976,Innsbruck,Biathlon,Biathlon,"TIKHONOV, Aleksandr",Soviet Union,Men,4X7.5KM Relay,Winter
1976,Innsbruck,Biathlon,Biathlon,"YELIZAROV, Aleksandr",Soviet Union,Men,4X7.5KM Relay,Winter
1976,Innsbruck,Bobsleigh,Bobsleigh,"BABOCK, Jochen",East Germany,Men,Four-Man,Winter
1976,Innsbruck,Bobsleigh,Bobsleigh,"GERMESHAUSEN, Bernhard",East Germany,Men,Four-Man,Winter
1976,Innsbruck,Bobsleigh,Bobsleigh,"LEHMANN, Bernhard",East Germany,Men,Four-Man,Winter
1976,Innsbruck,Bobsleigh,Bobsleigh,"NEHMER, Meinhard",East Germany,Men,Four-Man,Winter
1976,Innsbruck,Bobsleigh,Bobsleigh,"GERMESHAUSEN, Bernhard",East Germany,Men,Two-Man,Winter
1976,Innsbruck,Bobsleigh,Bobsleigh,"NEHMER, Meinhard",East Germany,Men,Two-Man,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"ALEKSANDROV, Boris",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"BABINOV, Sergey",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"GUSEV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"KAPUSTIN, Sergey",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"KHARLAMOV, Valery",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"LUTCHENKO, Vladimir",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"LYAPKIN, Yury",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"MALTSEV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"MIKHAYLOV, Boris",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"PETROV, Vladimir",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"SHADRIN, Vladimir",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"SHALIMOV, Viktor",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"SIDELNIKOV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"TRETYAK, Vladislav",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"TSYGANKOV, Gennady",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"VASILYEV, Valery",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"YAKUSHEV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Ice Hockey,Ice Hockey,"ZHLUKTOV, Viktor",Soviet Union,Men,Ice Hockey,Winter
1976,Innsbruck,Luge,Luge,"HAHN, Norbert",East Germany,Men,Doubles,Winter
1976,Innsbruck,Luge,Luge,"RINN, Hans",East Germany,Men,Doubles,Winter
1976,Innsbruck,Luge,Luge,"GÜNTHER, Detlef",East Germany,Men,Singles,Winter
1976,Innsbruck,Luge,Luge,"SCHUMANN, Margit",East Germany,Women,Singles,Winter
1976,Innsbruck,Skating,Figure skating,"GORSHKOV, Aleksandr",Soviet Union,Men,Ice Dancing,Winter
1976,Innsbruck,Skating,Figure skating,"PAKHOMOVA, Lyudmila",Soviet Union,Women,Ice Dancing,Winter
1976,Innsbruck,Skating,Figure skating,"CURRY, John",United Kingdom,Men,Individual,Winter
1976,Innsbruck,Skating,Figure skating,"HAMILL, Dorothy",United States,Women,Individual,Winter
1976,Innsbruck,Skating,Figure skating,"RODNINA, Irina",Soviet Union,Women,Pairs,Winter
1976,Innsbruck,Skating,Figure skating,"ZAYTSEV, Aleksandr",Soviet Union,Men,Pairs,Winter
1976,Innsbruck,Skating,Speed skating,"KLEINE, Piet",Netherlands,Men,10000M,Winter
1976,Innsbruck,Skating,Speed skating,"MUELLER, Peter",United States,Men,1000M,Winter
1976,Innsbruck,Skating,Speed skating,"AVERINA, Tatyana",Soviet Union,Women,1000M,Winter
1976,Innsbruck,Skating,Speed skating,"STORHOLT, Jan Egil",Norway,Men,1500M,Winter
1976,Innsbruck,Skating,Speed skating,"STEPANSKAYA, Galina",Soviet Union,Women,1500M,Winter
1976,Innsbruck,Skating,Speed skating,"AVERINA, Tatyana",Soviet Union,Women,3000M,Winter
1976,Innsbruck,Skating,Speed skating,"STENSEN, Sten",Norway,Men,5000M,Winter
1976,Innsbruck,Skating,Speed skating,"KULIKOV, Yevgeny",Soviet Union,Men,500M,Winter
1976,Innsbruck,Skating,Speed skating,"YOUNG, Sheila",United States,Women,500M,Winter
1976,Innsbruck,Skiing,Alpine Skiing,"KLAMMER, Franz",Austria,Men,Downhill,Winter
1976,Innsbruck,Skiing,Alpine Skiing,"MITTERMAIER, Rosi",West Germany,Women,Downhill,Winter
1976,Innsbruck,Skiing,Alpine Skiing,"HEMMI, Heini",Switzerland,Men,Giant Slalom,Winter
1976,Innsbruck,Skiing,Alpine Skiing,"KREINER, Kathy",Canada,Women,Giant Slalom,Winter
1976,Innsbruck,Skiing,Alpine Skiing,"GROS, Piero",Italy,Men,Slalom,Winter
1976,Innsbruck,Skiing,Alpine Skiing,"MITTERMAIER, Rosi",West Germany,Women,Slalom,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"SMETANINA, Raisa",Soviet Union,Women,10KM,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"BAZHUKOV, Nikolay",Soviet Union,Men,15KM,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"SAVELYEV, Sergey",Soviet Union,Men,30KM Mass Start,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"KOIVISTO, Arto",Finland,Men,4X10KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"MIETO, Juha",Finland,Men,4X10KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"PITKÄNEN, Matti",Finland,Men,4X10KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"TEURAJÄRVI, Pertti",Finland,Men,4X10KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"AMOSOVA, Zinaida",Soviet Union,Women,4X5KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"BALDYCHEVA, Nina",Soviet Union,Women,4X5KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"KULAKOVA, Galina",Soviet Union,Women,4X5KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"SMETANINA, Raisa",Soviet Union,Women,4X5KM Relay,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"FORMO, Ivar",Norway,Men,50KM,Winter
1976,Innsbruck,Skiing,Cross Country Skiing,"TAKALO, Helena",Finland,Women,5KM,Winter
1976,Innsbruck,Skiing,Nordic Combined,"WEHLING, Ulrich",East Germany,Men,Individual,Winter
1976,Innsbruck,Skiing,Ski Jumping,"SCHNABL, Karl",Austria,Men,K120 Individual (90M),Winter
1976,Innsbruck,Skiing,Ski Jumping,"ASCHENBACH, Hans-Georg",East Germany,Men,K90 Individual (70M),Winter
1980,Lake Placid,Biathlon,Biathlon,"ULLRICH, Frank",East Germany,Men,10KM,Winter
1980,Lake Placid,Biathlon,Biathlon,"ALYABYEV, Anatoly",Soviet Union,Men,20KM,Winter
1980,Lake Placid,Biathlon,Biathlon,"ALIKIN, Vladimir",Soviet Union,Men,4X7.5KM Relay,Winter
1980,Lake Placid,Biathlon,Biathlon,"ALYABYEV, Anatoly",Soviet Union,Men,4X7.5KM Relay,Winter
1980,Lake Placid,Biathlon,Biathlon,"BARNACHOV, Vladimir",Soviet Union,Men,4X7.5KM Relay,Winter
1980,Lake Placid,Biathlon,Biathlon,"TIKHONOV, Aleksandr",Soviet Union,Men,4X7.5KM Relay,Winter
1980,Lake Placid,Bobsleigh,Bobsleigh,"GERHARDT, Hans Jürgen",East Germany,Men,Four-Man,Winter
1980,Lake Placid,Bobsleigh,Bobsleigh,"GERMESHAUSEN, Bernhard",East Germany,Men,Four-Man,Winter
1980,Lake Placid,Bobsleigh,Bobsleigh,"MUSIOL, Bogdan",East Germany,Men,Four-Man,Winter
1980,Lake Placid,Bobsleigh,Bobsleigh,"NEHMER, Meinhard",East Germany,Men,Four-Man,Winter
1980,Lake Placid,Bobsleigh,Bobsleigh,"BENZ, Joseph",Switzerland,Men,Two-Man,Winter
1980,Lake Placid,Bobsleigh,Bobsleigh,"SCHÄRER, Erich",Switzerland,Men,Two-Man,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"BAKER, William",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"BROTEN, Neal",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"CHRISTIAN, David",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"CHRISTOFF, Steven",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"CRAIG, James",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"ERUZIONE, Michael",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"HARRINGTON, John",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"JOHNSON, Mark",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"MCCLANAHAN, Robert",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"MORROW, Kenneth",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"O'CALLAHAN, John",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"PAVELICH, Mark",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"RAMSEY, Michael",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"SCHNEIDER, William",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"SILK, David",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"STROBEL, Eric",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"SUTER, Robert",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"VERCHOTA, Philip",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Ice Hockey,Ice Hockey,"WELLS, Mark",United States,Men,Ice Hockey,Winter
1980,Lake Placid,Luge,Luge,"HAHN, Norbert",East Germany,Men,Doubles,Winter
1980,Lake Placid,Luge,Luge,"RINN, Hans",East Germany,Men,Doubles,Winter
1980,Lake Placid,Luge,Luge,"GLASS, Bernhard",East Germany,Men,Singles,Winter
1980,Lake Placid,Luge,Luge,"ZOZULA, Vera",Soviet Union,Women,Singles,Winter
1980,Lake Placid,Skating,Figure skating,"KARPONOSOV, Gennady",Soviet Union,Men,Ice Dancing,Winter
1980,Lake Placid,Skating,Figure skating,"LINICHUK, Natalya",Soviet Union,Women,Ice Dancing,Winter
1980,Lake Placid,Skating,Figure skating,"COUSINS, Robin",United Kingdom,Men,Individual,Winter
1980,Lake Placid,Skating,Figure skating,"PÖTZSCH, Anett",East Germany,Women,Individual,Winter
1980,Lake Placid,Skating,Figure skating,"RODNINA, Irina",Soviet Union,Women,Pairs,Winter
1980,Lake Placid,Skating,Figure skating,"ZAYTSEV, Aleksandr",Soviet Union,Men,Pairs,Winter
1980,Lake Placid,Skating,Speed skating,"HEIDEN, Eric",United States,Men,10000M,Winter
1980,Lake Placid,Skating,Speed skating,"HEIDEN, Eric",United States,Men,1000M,Winter
1980,Lake Placid,Skating,Speed skating,"PETRUSEVA, Natalya",Soviet Union,Women,1000M,Winter
1980,Lake Placid,Skating,Speed skating,"HEIDEN, Eric",United States,Men,1500M,Winter
1980,Lake Placid,Skating,Speed skating,"BORCKINK, Annie",Netherlands,Women,1500M,Winter
1980,Lake Placid,Skating,Speed skating,"JENSEN, Björg Eva",Norway,Women,3000M,Winter
1980,Lake Placid,Skating,Speed skating,"HEIDEN, Eric",United States,Men,5000M,Winter
1980,Lake Placid,Skating,Speed skating,"HEIDEN, Eric",United States,Men,500M,Winter
1980,Lake Placid,Skating,Speed skating,"KANIA, Karin",East Germany,Women,500M,Winter
1980,Lake Placid,Skiing,Alpine Skiing,"STOCK, Leonhard",Austria,Men,Downhill,Winter
1980,Lake Placid,Skiing,Alpine Skiing,"MOSER-PROLL, Annemarie",Austria,Women,Downhill,Winter
1980,Lake Placid,Skiing,Alpine Skiing,"STENMARK, Ingemar",Sweden,Men,Giant Slalom,Winter
1980,Lake Placid,Skiing,Alpine Skiing,"WENZEL, Hanni",Liechtenstein,Women,Giant Slalom,Winter
1980,Lake Placid,Skiing,Alpine Skiing,"STENMARK, Ingemar",Sweden,Men,Slalom,Winter
1980,Lake Placid,Skiing,Alpine Skiing,"WENZEL, Hanni",Liechtenstein,Women,Slalom,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"PETZOLD, Barbara",East Germany,Women,10KM,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"WASSBERG, Thomas",Sweden,Men,15KM,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"ZIMYATOV, Nikolay",Soviet Union,Men,30KM Mass Start,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"BAZHUKOV, Nikolay",Soviet Union,Men,4X10KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"BELYAEV, Yevgeny",Soviet Union,Men,4X10KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"ROCHEV, Vasily",Soviet Union,Men,4X10KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"ZIMYATOV, Nikolay",Soviet Union,Men,4X10KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"ANDING, Carola",East Germany,Women,4X5KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"PETZOLD, Barbara",East Germany,Women,4X5KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"ROSTOCK, Marlies",East Germany,Women,4X5KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"SCHMIDT, Veronika",East Germany,Women,4X5KM Relay,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"ZIMYATOV, Nikolay",Soviet Union,Men,50KM,Winter
1980,Lake Placid,Skiing,Cross Country Skiing,"SMETANINA, Raisa",Soviet Union,Women,5KM,Winter
1980,Lake Placid,Skiing,Nordic Combined,"WEHLING, Ulrich",East Germany,Men,Individual,Winter
1980,Lake Placid,Skiing,Ski Jumping,"TÖRMÄNEN, Jouko",Finland,Men,K120 Individual (90M),Winter
1980,Lake Placid,Skiing,Ski Jumping,"INNAUER, Anton",Austria,Men,K90 Individual (70M),Winter
1984,Sarajevo,Biathlon,Biathlon,"KVALFOSS, Eirik",Norway,Men,10KM,Winter
1984,Sarajevo,Biathlon,Biathlon,"ANGERER, Peter",West Germany,Men,20KM,Winter
1984,Sarajevo,Biathlon,Biathlon,"BULIGINE, Sergei",Soviet Union,Men,4X7.5KM Relay,Winter
1984,Sarajevo,Biathlon,Biathlon,"KACHKAROV, Yuri",Soviet Union,Men,4X7.5KM Relay,Winter
1984,Sarajevo,Biathlon,Biathlon,"SHALNA, Alguimantas",Soviet Union,Men,4X7.5KM Relay,Winter
1984,Sarajevo,Biathlon,Biathlon,"VASSILIEV, Dmitri",Soviet Union,Men,4X7.5KM Relay,Winter
1984,Sarajevo,Bobsleigh,Bobsleigh,"HOPPE, Wolfgang",East Germany,Men,Four-Man,Winter
1984,Sarajevo,Bobsleigh,Bobsleigh,"KIRCHNER, Andreas",East Germany,Men,Four-Man,Winter
1984,Sarajevo,Bobsleigh,Bobsleigh,"SCHAUERHAMMER, Dietmar",East Germany,Men,Four-Man,Winter
1984,Sarajevo,Bobsleigh,Bobsleigh,"WETZIG, Roland",East Germany,Men,Four-Man,Winter
1984,Sarajevo,Bobsleigh,Bobsleigh,"HOPPE, Wolfgang",East Germany,Men,Two-Man,Winter
1984,Sarajevo,Bobsleigh,Bobsleigh,"SCHAUERHAMMER, Dietmar",East Germany,Men,Two-Man,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"BILJALETDINOV, Zinetula",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"CHEPELEV, Sergei",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"DROZDETSKI, Nikolai",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"FETISOV, Viacheslav",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"GERASIMOV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"KASATONOV, Aleksei",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"KOMUTOV, Andrei",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"KOVIN, Vladimir",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"KOZHERNIKOV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"KRUTOV, Vladimir",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"LARIONOV, Igor",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"MAKAROV, Sergei",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"MYSHKIN, Vladimir",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"PERVUKHINE, Vasili",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"SKVORTSOV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"STARIKOV, Sergei",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"STELNOV, Igor",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"TRETYAK, Vladislav",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"TUMENEV, Viktor",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Ice Hockey,Ice Hockey,"VASSILIEV, Mikhail",Soviet Union,Men,Ice Hockey,Winter
1984,Sarajevo,Luge,Luge,"STANGASSINGER, Hans",West Germany,Men,Doubles,Winter
1984,Sarajevo,Luge,Luge,"WEMBACHER, Franz",West Germany,Men,Doubles,Winter
1984,Sarajevo,Luge,Luge,"HILDGARTNER, Paul",Italy,Men,Singles,Winter
1984,Sarajevo,Luge,Luge,"WALTER, Steffi",East Germany,Women,Singles,Winter
1984,Sarajevo,Skating,Figure skating,"DEAN, Christopher",United Kingdom,Men,Ice Dancing,Winter
1984,Sarajevo,Skating,Figure skating,"TORVILL, Jayne",United Kingdom,Women,Ice Dancing,Winter
1984,Sarajevo,Skating,Figure skating,"HAMILTON, Scott",United States,Men,Individual,Winter
1984,Sarajevo,Skating,Figure skating,"WITT, Katarina",East Germany,Women,Individual,Winter
1984,Sarajevo,Skating,Figure skating,"VALOVA, Yelena",Soviet Union,Women,Pairs,Winter
1984,Sarajevo,Skating,Figure skating,"VASILYEV, Oleg",Soviet Union,Men,Pairs,Winter
1984,Sarajevo,Skating,Speed skating,"MALKOV, Igor",Soviet Union,Men,10000M,Winter
1984,Sarajevo,Skating,Speed skating,"BOUCHER, Gaetan",Canada,Men,1000M,Winter
1984,Sarajevo,Skating,Speed skating,"KANIA, Karin",East Germany,Women,1000M,Winter
1984,Sarajevo,Skating,Speed skating,"BOUCHER, Gaetan",Canada,Men,1500M,Winter
1984,Sarajevo,Skating,Speed skating,"KANIA, Karin",East Germany,Women,1500M,Winter
1984,Sarajevo,Skating,Speed skating,"EHRIG, Andrea",East Germany,Women,3000M,Winter
1984,Sarajevo,Skating,Speed skating,"GUSTAFSON, Tomas",Sweden,Men,5000M,Winter
1984,Sarajevo,Skating,Speed skating,"FOKICHEV, Sergey",Soviet Union,Men,500M,Winter
1984,Sarajevo,Skating,Speed skating,"LUDING, Christa",East Germany,Women,500M,Winter
1984,Sarajevo,Skiing,Alpine Skiing,"JOHNSON, William",United States,Men,Downhill,Winter
1984,Sarajevo,Skiing,Alpine Skiing,"FIGINI, Michela",Switzerland,Women,Downhill,Winter
1984,Sarajevo,Skiing,Alpine Skiing,"JULEN, Max",Switzerland,Men,Giant Slalom,Winter
1984,Sarajevo,Skiing,Alpine Skiing,"ARMSTRONG, Debbie",United States,Women,Giant Slalom,Winter
1984,Sarajevo,Skiing,Alpine Skiing,"MAHRE, Phillip",United States,Men,Slalom,Winter
1984,Sarajevo,Skiing,Alpine Skiing,"MAGONI, Paoletta",Italy,Women,Slalom,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Finland,Women,10KM,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"SVAN, Gunde Anders",Sweden,Men,15KM,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Finland,Women,20KM,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"ZIMYATOV, Nikolay",Soviet Union,Men,30KM Mass Start,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"KOHLBERG, Benny Tord",Sweden,Men,4X10KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"OTTOSSON, Jan",Sweden,Men,4X10KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"SVAN, Gunde Anders",Sweden,Men,4X10KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"WASSBERG, Thomas",Sweden,Men,4X10KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"AUNLI, Berit",Norway,Women,4X5KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"JAHREN, Anne",Norway,Women,4X5KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"NYBRAATEN, Inger Helene",Norway,Women,4X5KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"PETTERSEN, Brit",Norway,Women,4X5KM Relay,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"WASSBERG, Thomas",Sweden,Men,50KM,Winter
1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Finland,Women,5KM,Winter
1984,Sarajevo,Skiing,Nordic Combined,"SANDBERG, Tom",Norway,Men,Individual,Winter
1984,Sarajevo,Skiing,Ski Jumping,"NYKANEN, Matti",Finland,Men,K120 Individual (90M),Winter
1984,Sarajevo,Skiing,Ski Jumping,"WEISSFLOG, Jens",East Germany,Men,K90 Individual (70M),Winter
1988,Calgary,Biathlon,Biathlon,"ROETSCH, Frank-Peter",East Germany,Men,10KM,Winter
1988,Calgary,Biathlon,Biathlon,"ROETSCH, Frank-Peter",East Germany,Men,20KM,Winter
1988,Calgary,Biathlon,Biathlon,"MEDVEDTSEV, Valery",Soviet Union,Men,4X7.5KM Relay,Winter
1988,Calgary,Biathlon,Biathlon,"POPOV, Aleksandr",Soviet Union,Men,4X7.5KM Relay,Winter
1988,Calgary,Biathlon,Biathlon,"TCHEPIKOV, Sergei",Soviet Union,Men,4X7.5KM Relay,Winter
1988,Calgary,Biathlon,Biathlon,"VASSILIEV, Dmitri",Soviet Union,Men,4X7.5KM Relay,Winter
1988,Calgary,Bobsleigh,Bobsleigh,"FASSER, Ekkehard",Switzerland,Men,Four-Man,Winter
1988,Calgary,Bobsleigh,Bobsleigh,"FÄSSLER, Marcel",Switzerland,Men,Four-Man,Winter
1988,Calgary,Bobsleigh,Bobsleigh,"MEIER, Kurt",Switzerland,Men,Four-Man,Winter
1988,Calgary,Bobsleigh,Bobsleigh,"STOCKER, Werner",Switzerland,Men,Four-Man,Winter
1988,Calgary,Bobsleigh,Bobsleigh,"KIPURS, Yanis",Soviet Union,Men,Two-Man,Winter
1988,Calgary,Bobsleigh,Bobsleigh,"KOSLOV, Vladimir",Soviet Union,Men,Two-Man,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"BIAKIN, Ilja",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"BYKOV, Viacheslav",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"FETISOV, Viacheslav",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"GOUSSAROV, Aleksei",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"JASJIN, Sergei",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"KAMENSKY, Valeri",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"KASATONOV, Aleksei",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"KOMUTOV, Andrei",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"KOZHERNIKOV, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"KRAVCHUK, Igor",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"KRUTOV, Vladimir",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"LARIONOV, Igor",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"LOMAKIN, Andrei",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"MAKAROV, Sergei",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"MOGILNY, Aleksandr",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"MYLNIKOV, Sergei",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"SAMOYLOV, Vitali",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"SEMJONOV, Anatoli",Soviet Union,Men,Ice Hockey,Winter
1988,Calgary,Ice Hockey,Ice Hockey,"STARIKOV, Sergei",Soviet Union,Men,Ice Hockey,Winter
